,PN,REF,ISD,CPC,IPC,b_cits
472,9612767,6,2017-04-04,12,4,"['8099615', '8819672', '9098214', '2007/0266383', '2008/0127182', '2008/0270564', '2010/0175063', '2011/0107148', '2011/0131576', '2011/0161491', '2011/0270968', '2011/0314345', '2012/0017031', '2012/0096134', '2012/0137285', '2012/0151476', '2012/0221710', '2013/0007216', '2013/0054734', '2013/0091285', '2013/0198564', '2013/0332920', '2013/0346613', '2014/0019974', '2014/0136662', '2014/0208049', '2014/0215172', '2014/0215459', '2014/0298338', '2014/0317625', '2014/0359607', '2015/0020059', '2015/0193248', '2015/0205638', '2015/0269002', '2015/0324217', '2015/0331715', '2015/0378759']"
473,9612765,8,2017-04-04,12,4,"['8099615', '8819672', '9098214', '2007/0266383', '2008/0127182', '2008/0270564', '2010/0175063', '2011/0107148', '2011/0131576', '2011/0161491', '2011/0270968', '2011/0314345', '2012/0017031', '2012/0096134', '2012/0137285', '2012/0151476', '2012/0221710', '2013/0007216', '2013/0054734', '2013/0091285', '2013/0198564', '2013/0332920', '2013/0346613', '2014/0019974', '2014/0136662', '2014/0208049', '2014/0215172', '2014/0215459', '2014/0298338', '2014/0317625', '2014/0359607', '2015/0020059', '2015/0193248', '2015/0205638', '2015/0269002', '2015/0324217', '2015/0331715', '2015/0378759']"
474,9607271,8,2017-03-28,6,4,['NULL']
475,9601104,3,2017-03-21,3,5,"['5884247', '5884259', '5987415', '6151571', '6275806', '6721704', '6829603', '6889217', '6964023', '7606714', '8145474', '8412530', '8719952', '8725728', '8739260', '9431003', '2006/0053012', '2006/0122834', '2009/0287489', '2011/0055256', '2013/0138428', '2014/0046891', '2014/0113263', '2014/0214676', '2014/0270109', '2014/0297268', '2015/0134330', '2015/0348569']"
476,9586133,1,2017-03-07,23,4,"['8328644', '2002/0034980', '2011/0275442']"
477,9573277,2,2017-02-21,5,3,['NULL']
478,9573276,0,2017-02-21,10,6,['NULL']
479,9569700,21,2017-02-14,14,5,"['7472077', '7685074', '8122020', '2010/0217684', '2012/0117072', '2015/0127430', '2015/0227809', '2015/0238148']"
480,9569655,0,2017-02-14,8,4,['NULL']
481,9569488,3,2017-02-14,8,5,"['2002/0188583', '2004/0076941', '2012/0315616', '2013/0117335', '2014/0024005', '2014/0024009']"
482,9563659,3,2017-02-07,8,5,"['2002/0188583', '2004/0076941', '2012/0315616', '2013/0117335', '2014/0024005', '2014/0024009']"
483,9542854,1,2017-01-10,5,5,['NULL']
484,9536305,4,2017-01-03,18,9,"['5657362', '5768333', '5836872', '6901156', '7155043', '7176466', '7184582', '7231074', '7298883', '7333648', '7466848', '7598088', '7599542', '7646902', '7689016', '7756317', '7761240', '7773791', '7983732', '8295575', '9235887', '2004/0190763']"
485,9536052,15,2017-01-03,3,1,"['7395216', '7490085', '8595159', '2003/0101076', '2004/0122706', '2004/0122708', '2004/0242972', '2005/0191716', '2005/0197982', '2007/0094048', '2008/0235049', '2008/0306763', '2010/0017225', '2010/0083164', '2010/0094648', '2010/0249531', '2011/0009760', '2011/0077973', '2011/0202486', '2011/0225114', '2012/0084092', '2012/0101846', '2014/0304200']"
486,9533413,1,2017-01-03,11,6,"['4687457', '4820233', '4889027', '5042807', '5063603', '5355435', '5369497', '5378188', '5638359', '5673367', '5875108', '6009418', '6014653', '6253058', '6259988', '6429291', '6435936', '6458157', '6545705', '6545708', '6546291', '6547631', '6560511', '6565407', '6581046', '6682392', '6697711', '6760645', '7023833', '7235013', '7418320', '7849030', '8015130', '8145355', '8145492', '8315305', '8467623', '8527094', '8793205', '8880222', '9002511', '2001/0045809', '2002/0038294', '2002/0072293', '2002/0081937', '2002/0158599', '2002/0183895', '2002/0198854', '2003/0050903', '2003/0232568', '2004/0016638', '2004/0153211', '2004/0158358', '2004/0162638', '2004/0193670', '2004/0212148', '2005/0010331', '2005/0015351', '2005/0022751', '2005/0036649', '2005/0049749', '2005/0065651', '2005/0283450', '2006/0069448', '2006/0161218', '2007/0037475', '2007/0176643', '2007/0208678', '2007/0244610', '2008/0294074', '2009/0014402', '2009/0043722', '2009/0153499', '2009/0287624', '2010/0086171', '2010/0091286', '2010/0166320', '2010/0250022', '2010/0283853', '2010/0286824', '2010/0292835', '2011/0016071', '2011/0119214', '2011/0119215', '2011/0178658', '2011/0228742', '2011/0245974', '2012/0011090', '2012/0098933', '2012/0109866', '2012/0143495', '2012/0173021', '2012/0185092', '2012/0209428', '2012/0209432', '2012/0211923', '2012/0303091', '2012/0308076', '2012/0308136', '2013/0073491', '2013/0073496', '2013/0073500', '2013/0077597', '2013/0116827', '2013/0151450', '2013/0176423', '2013/0216144', '2013/0218821', '2013/0245937', '2013/0251278', '2013/0314502', '2013/0325768', '2013/0325773', '2013/0325774', '2013/0325775', '2014/0008496', '2014/0016858', '2014/0032021', '2014/0089232', '2014/0175267', '2014/0240492', '2014/0276951', '2015/0362919', '2016/0179096']"
487,9525700,6,2016-12-20,13,6,"['5825906', '6357008', '7321883', '7891004', '8812868', '8918881', '2002/0162015', '2005/0050336', '2005/0198242', '2005/0267911', '2005/0268338', '2006/0026675', '2008/0016570', '2008/0040801', '2009/0089879', '2009/0165137', '2009/0172816', '2009/0300589', '2010/0138925', '2010/0153315', '2011/0235650', '2011/0258701', '2012/0215728', '2012/0240185', '2012/0284699', '2013/0014261', '2013/0055246', '2013/0097704', '2013/0097706', '2013/0117006', '2013/0145065', '2013/0145482', '2013/0232576', '2013/0332026', '2014/0208397', '2014/0215621', '2014/0279762', '2014/0279770', '2014/0283079']"
488,9518753,0,2016-12-13,14,9,"['5884225', '2013/0173321', '2014/0012732']"
489,9517111,0,2016-12-13,18,9,"['6616444', '7991485', '8478698', '2002/0006217', '2002/0015934', '2002/0026105', '2002/0150859', '2002/0180760', '2003/0215764', '2003/0219692', '2004/0029068', '2005/0186526', '2006/0147872', '2006/0263739', '2009/0098502', '2009/0246726', '2011/0129786', '2013/0066598', '2013/0273491', '2014/0067335']"
490,9501696,0,2016-11-22,4,3,['NULL']
491,9492708,1,2016-11-15,4,2,"['5419562', '5772522', '6039658', '6402635', '7264554', '7406386', '7625316', '7871333', '2005/0255932', '2005/0261073', '2006/0166737', '2007/0192045', '2007/0207873', '2007/0244667']"
492,9491160,20,2016-11-08,8,3,"['6978268', '7941324', '8275850', '8285565', '8639529', '8924236', '8984282', '2004/0128165', '2005/0044413', '2005/0187794', '2008/0046984', '2011/0010762', '2011/0125646', '2012/0136678', '2012/0173285', '2012/0191621', '2012/0203576', '2012/0323601', '2013/0030836', '2014/0020073', '2014/0149140', '2014/0278542', '2014/0331278', '2014/0331282']"
493,9489654,1,2016-11-08,3,3,"['8032516', '2010/0030767']"
494,9471638,9,2016-10-18,9,6,"['6070142', '2007/0043687', '2009/0245500', '2011/0141919', '2011/0235797', '2013/0094647', '2013/0346886', '2014/0270108']"
495,9443205,21,2016-09-13,8,4,"['6569093', '8655817', '2001/0034615', '2003/0032069', '2005/0176057', '2005/0260549', '2006/0282306', '2010/0280760']"
496,9438341,16,2016-09-06,4,3,['NULL']
497,9431028,4,2016-08-30,16,8,"['2180522', '3704345', '3710321', '3828132', '3979557', '4013085', '4081631', '4090216', '4107784', '4108211', '4159536', '4181821', '4204089', '4241286', '4253477', '4278838', '4282405', '4310721', '4332464', '4348553', '4386345', '4433377', '4451849', '4485439', '4495644', '4513379', '4555775', '4586158', '4587670', '4589022', '4611346', '4615081', '4618984', '4642790', '4653021', '4655233', '4658425', '4680429', '4688195', '4692941', '4698625', '4718094', '4724542', '4726065', '4727354', '4754489', '4755811', '4776016', '4783804', '4783807', '4790028', '4807752', '4811243', '4813074', '4819271', '4827520', '4829576', '4833712', '4833718', '4837798', '4837831', '4839853', '4852168', '4862504', '4878230', '4896359', '4903305', '4905163', '4914586', '4914590', '4926491', '4928307', '4935954', '4939639', '4941488', '4944013', '4965763', '4972462', '4977598', '4992972', '4994983', '5003577', '5010574', '5016002', '5020112', '5021971', '5022081', '5027110', '5027406', '5031217', '5032989', '5033087', '5040218', '5046099', '5047614', '5050215', '5053758', '5057915', '5067158', '5067503', '5072452', '5075896', '5079723', '5083119', '5086792', '5091945', '5111423', '5119079', '5122951', '5125022', '5127043', '5127053', '5127055', '5133011', '5142584', '5148541', '5161102', '5164900', '5164982', '5165007', '5167004', '5175536', '5175803', '5179652', '5194950', '5195034', '5197005', '5199077', '5201034', '5202952', '5208862', '5210689', '5212821', '5216747', '5218700', '5220639', '5220657', '5222146', '5230036', '5235680', '5241619', '5253325', '5257387', '5260697', '5266931', '5266949', '5267345', '5268990', '5274771', '5274818', '5276616', '5276794', '5283818', '5287448', 'RE34562', '5291286', '5293448', '5293452', '5297170', '5297194', '5299125', '5299284', '5301109', '5305205', '5305768', '5309359', '5315689', '5317507', '5317647', '5325297', '5325298', '5326270', '5327498', '5333236', '5333266', '5333275', '5335011', '5335276', '5341293', '5341466', '5345536', '5349645', '5353376', '5353377', '5353432', '5367640', '5371853', '5373566', '5377301', '5384892', '5384893', '5386494', '5390236', '5390279', '5396625', '5400434', '5404295', '5406305', '5408060', '5412756', '5412804', '5412806', '5418951', '5422656', '5424947', '5425108', '5428731', '5442598', '5444823', '5449368', '5455888', '5459488', '5463725', '5465401', '5469529', '5471611', '5475587', '5475796', '5477448', '5481739', '5485372', '5485543', '5491772', '5493677', '5495604', '5497319', '5500903', '5502774', '5502790', '5502791', '5515475', '5521816', '5524140', '5535121', '5536902', '5537317', '5537618', '5537647', '5543588', '5543897', '5555344', '5559301', '5559945', '5564446', '5565888', '5568536', '5568540', '5570324', '5572576', '5574823', '5574824', '5577135', '5578808', '5579037', '5579436', '5581484', '5581652', '5581655', '5583993', '5584024', '5594641', '5596676', '5596994', '5613036', '5617507', '5619694', '5621859', '5642464', '5642519', '5644727', '5664055', '5675819', '5687077', '5696962', '5701400', '5706442', '5710886', '5712957', '5715468', '5721827', '5729694', '5732390', '5734791', '5737734', '5749081', '5759101', '5777614', '5790978', '5794182', '5794207', '5794237', '5799276', '5822743', '5825881', '5828999', '5835893', '5839106', '5845255', '5857184', '5860063', '5862223', '5864806', '5864844', '5867799', '5873056', '5875437', '5884323', '5895464', '5913193', '5930769', '5933822', '5936926', '5940811', '5941944', '5943670', '5948040', '5956699', '5960422', '5963924', '5966126', '5970474', '5974146', '5982891', '5987132', '5987140', '5987440', '5999908', '6016471', '6023684', '6024288', '6026345', '6026375', '6026388', '6026393', '6029132', '6038533', '6055514', '6055531', '6064960', '6070147', '6076051', '6076088', '6078914', '6081774', '6094649', '6105865', '6108627', '6119101', '6122616', '6125356', '6173261', '6173279', '6177905', '6195641', '6205456', '6208971', '6233578', '6260024', '6266637', '6275824', '6285786', '6308149', '6311189', '6317707', '6356854', '6356905', '6366883', '6366884', '6449620', '6460029', '6477488', '6487534', '6505158', '6505175', '6505183', '6510417', '6523172', '6546388', '6553344', '6556983', '6584464', '6601234', '6604059', '6615175', '6615220', '6625583', '6631346', '6654740', '6665641', '6680675', '6684187', '6691064', '6697780', '6701294', '6711585', '6718324', '6766320', '6778952', '6778962', '6778970', '6829603', '6847966', '6847979', '6901399', '6912499', '6924828', '6937986', '6957076', '6980955', '6988071', '7058569', '7084758', '7093693', '7127403', '7139722', '7152070', '7302686', '7389224', '7427024', '7528713', '7558730', '7577522', '7603381', '7649454', '7711565', '7747616', '7756868', '7818291', '7853574', '7885844', '7890652', '7925525', '7930197', '7949534', '7986431', '7996228', '7999669', '8065155', '8065156', '8069422', '8078473', '8117037', '8131557', '8138912', '8166019', '8188856', '8190359', '8205788', '8285551', '8285553', '8290778', '8290781', '8296146', '8296153', '8301456', '8311834', '8370158', '8371503', '8374871', '8447612', '8660849', '8670979', '8706503', '8731942', '8799000', '2001/0005859', '2001/0020259', '2001/0027396', '2001/0041021', '2001/0042107', '2001/0047264', '2001/0056347', '2002/0002413', '2002/0010581', '2002/0010726', '2002/0010798', '2002/0013784', '2002/0015064', '2002/0021278', '2002/0026456', '2002/0031254', '2002/0032564', '2002/0035467', '2002/0035469', '2002/0045961', '2002/0046025', '2002/0052730', '2002/0052740', '2002/0054094', '2002/0055934', '2002/0065659', '2002/0067308', '2002/0069220', '2002/0072908', '2002/0077082', '2002/0077817', '2002/0078041', '2002/0085037', '2002/0087508', '2002/0095286', '2002/0099547', '2002/0103641', '2002/0109709', '2002/0111810', '2002/0116082', '2002/0120697', '2002/0122053', '2002/0126097', '2002/0133348', '2002/0138254', '2002/0138616', '2002/0140679', '2002/0143542', '2002/0143826', '2002/0152045', '2002/0152255', '2002/0154160', '2002/0161865', '2002/0164000', '2002/0165918', '2002/0169592', '2002/0173273', '2002/0173961', '2002/0173962', '2002/0173966', '2002/0177993', '2002/0189426', '2002/0191029', '2002/0198714', '2003/0002632', '2003/0026402', '2003/0028380', '2003/0033214', '2003/0037254', '2003/0040908', '2003/0046434', '2003/0050781', '2003/0051136', '2003/0061317', '2003/0074457', '2003/0076301', '2003/0078969', '2003/0079024', '2003/0080991', '2003/0083878', '2003/0090467', '2003/0090474', '2003/0095096', '2003/0097379', '2003/0097408', '2003/0115186', '2003/0122787', '2003/0128819', '2003/0133694', '2003/0134678', '2003/0145285', '2003/0147512', '2003/0149567', '2003/0149978', '2003/0152203', '2003/0160702', '2003/0164848', '2003/0171928', '2003/0171936', '2003/0187655', '2003/0187844', '2003/0187925', '2003/0193481', '2003/0195741', '2003/0197736', '2003/0200858', '2003/0204392', '2003/0204492', '2003/0208756', '2003/0210266', '2003/0214519', '2003/0224760', '2003/0228863', '2003/0228909', '2003/0229490', '2003/0229616', '2003/0233240', '2003/0236663', '2004/0001396', '2004/0012556', '2004/0013252', '2004/0021676', '2004/0022373', '2004/0023643', '2004/0030556', '2004/0030996', '2004/0036715', '2004/0048627', '2004/0049391', '2004/0056899', '2004/0059577', '2004/0059790', '2004/0062367', '2004/0064593', '2004/0069122', '2004/0070567', '2004/0070612', '2004/0073427', '2004/0076086', '2004/0078382', '2004/0086120', '2004/0093213', '2004/0093215', '2004/0094018', '2004/0100479', '2004/0107169', '2004/0111332', '2004/0122656', '2004/0125088', '2004/0125922', '2004/0127198', '2004/0128137', '2004/0133817', '2004/0135774', '2004/0136510', '2004/0153306', '2004/0160419', '2004/0178994', '2004/0183833', '2004/0236778', '2005/0015772', '2005/0091118', '2005/0108074', '2005/0114124', '2005/0114140', '2005/0163288', '2005/0165607', '2005/0182629', '2005/0196733', '2005/0288936', '2006/0061488', '2006/0117002', '2006/0156252', '2007/0027732', '2007/0100790', '2007/0185754', '2008/0079566', '2008/0082390', '2008/0082651', '2008/0313335', '2009/0006100', '2009/0094033', '2009/0112677', '2009/0191895', '2009/0239552', '2009/0287583', '2009/0306967', '2010/0081456', '2010/0088020', '2010/0146442', '2010/0312547', '2011/0060807', '2011/0130958', '2011/0161309', '2011/0195758', '2011/0260861', '2011/0314404', '2012/0016678', '2012/0022872', '2012/0149394', '2012/0214517', '2012/0245944', '2012/0265528', '2012/0271676', '2012/0311583', '2012/0311584', '2012/0311585', '2013/0110505', '2013/0110515', '2013/0110518', '2013/0110519', '2013/0110520', '2013/0111348', '2013/0111487', '2013/0115927', '2013/0117022', '2013/0185074', '2013/0275138', '2013/0275164', '2013/0275875', '2013/0275899', '2014/0195252']"
498,9431003,7,2016-08-30,3,5,['NULL']
499,9429943,159,2016-08-30,11,3,"['6175803', '6201794', '7813844', '8634980', '8676273', '2002/0019703', '2002/0095255', '2003/0009277', '2003/0088344', '2007/0005609', '2010/0256836', '2011/0245993', '2012/0083960', '2012/0105635', '2012/0188100', '2013/0219294']"
500,9424862,7,2016-08-23,16,8,"['2180522', '3704345', '3710321', '3828132', '3979557', '4013085', '4081631', '4090216', '4107784', '4108211', '4159536', '4181821', '4204089', '4241286', '4253477', '4278838', '4282405', '4310721', '4332464', '4348553', '4386345', '4433377', '4451849', '4485439', '4495644', '4513379', '4555775', '4586158', '4587670', '4589022', '4611346', '4615081', '4618984', '4642790', '4653021', '4655233', '4658425', '4680429', '4688195', '4692941', '4698625', '4718094', '4724542', '4726065', '4727354', '4754489', '4755811', '4776016', '4783804', '4783807', '4790028', '4807752', '4811243', '4813074', '4819271', '4827520', '4829576', '4833712', '4833718', '4837798', '4837831', '4839853', '4852168', '4862504', '4878230', '4896359', '4903305', '4905163', '4914586', '4914590', '4926491', '4928307', '4935954', '4939639', '4941488', '4944013', '4965763', '4972462', '4977598', '4992972', '4994983', '5003577', '5010574', '5016002', '5020112', '5021971', '5022081', '5027110', '5027406', '5031217', '5032989', '5033087', '5040218', '5046099', '5047614', '5050215', '5053758', '5057915', '5067158', '5067503', '5072452', '5075896', '5079723', '5083119', '5086792', '5091945', '5111423', '5119079', '5122951', '5125022', '5127043', '5127053', '5127055', '5133011', '5142584', '5148541', '5161102', '5164900', '5164982', '5165007', '5167004', '5175536', '5175803', '5179652', '5194950', '5195034', '5197005', '5199077', '5201034', '5202952', '5208862', '5210689', '5212821', '5216747', '5218700', '5220639', '5220657', '5222146', '5230036', '5235680', '5241619', '5253325', '5257387', '5260697', '5266931', '5266949', '5267345', '5268990', '5274771', '5274818', '5276616', '5276794', '5283818', '5287448', 'RE34562', '5291286', '5293448', '5293452', '5297170', '5297194', '5299125', '5299284', '5301109', '5305205', '5305768', '5309359', '5315689', '5317507', '5317647', '5325297', '5325298', '5326270', '5327498', '5333236', '5333266', '5333275', '5335011', '5335276', '5341293', '5341466', '5345536', '5349645', '5353376', '5353377', '5353432', '5367640', '5371853', '5373566', '5377301', '5384892', '5384893', '5386494', '5390236', '5390279', '5396625', '5400434', '5404295', '5406305', '5408060', '5412756', '5412804', '5412806', '5418951', '5422656', '5424947', '5425108', '5428731', '5442598', '5444823', '5449368', '5455888', '5459488', '5463725', '5465401', '5469529', '5471611', '5475587', '5475796', '5477448', '5481739', '5485372', '5485543', '5491772', '5493677', '5495604', '5497319', '5500903', '5502774', '5502790', '5502791', '5515475', '5521816', '5524140', '5535121', '5536902', '5537317', '5537618', '5537647', '5543588', '5543897', '5555344', '5559301', '5559945', '5564446', '5565888', '5568536', '5568540', '5570324', '5572576', '5574823', '5574824', '5577135', '5578808', '5579037', '5579436', '5581484', '5581652', '5581655', '5583993', '5584024', '5594641', '5596676', '5596994', '5613036', '5617507', '5619694', '5621859', '5642464', '5642519', '5644727', '5664055', '5675819', '5687077', '5696962', '5701400', '5706442', '5710886', '5712957', '5715468', '5721827', '5729694', '5732390', '5734791', '5737734', '5749081', '5759101', '5777614', '5790978', '5794182', '5794207', '5794237', '5799276', '5822743', '5825881', '5828999', '5835893', '5839106', '5845255', '5857184', '5860063', '5862223', '5864806', '5864844', '5867799', '5873056', '5875437', '5884323', '5895464', '5913193', '5930769', '5933822', '5936926', '5940811', '5941944', '5943670', '5948040', '5956699', '5960422', '5963924', '5966126', '5970474', '5974146', '5982891', '5987132', '5987140', '5987440', '5999908', '6016471', '6023684', '6024288', '6026345', '6026375', '6026388', '6026393', '6029132', '6038533', '6055514', '6055531', '6064960', '6070147', '6076051', '6076088', '6078914', '6081774', '6094649', '6105865', '6108627', '6119101', '6122616', '6125356', '6173261', '6173279', '6177905', '6195641', '6205456', '6208971', '6233578', '6260024', '6266637', '6275824', '6285786', '6308149', '6311189', '6317707', '6356854', '6356905', '6366883', '6366884', '6449620', '6460029', '6477488', '6487534', '6505158', '6505175', '6505183', '6510417', '6523172', '6546388', '6553344', '6556983', '6584464', '6601234', '6604059', '6615175', '6615220', '6625583', '6631346', '6654740', '6665641', '6680675', '6684187', '6691064', '6697780', '6701294', '6711585', '6718324', '6766320', '6778952', '6778962', '6778970', '6829603', '6847966', '6847979', '6901399', '6912499', '6924828', '6937986', '6957076', '6980955', '6988071', '7058569', '7084758', '7093693', '7127403', '7139722', '7152070', '7302686', '7389224', '7427024', '7528713', '7558730', '7577522', '7603381', '7649454', '7711565', '7747616', '7756868', '7818291', '7853574', '7885844', '7890652', '7925525', '7930197', '7949534', '7986431', '7996228', '7999669', '8065155', '8065156', '8069422', '8078473', '8117037', '8131557', '8138912', '8166019', '8188856', '8190359', '8205788', '8285551', '8285553', '8290778', '8290781', '8296146', '8296153', '8301456', '8311834', '8370158', '8371503', '8374871', '8447612', '8660849', '8670979', '8706503', '8731942', '8799000', '2001/0005859', '2001/0020259', '2001/0027396', '2001/0041021', '2001/0042107', '2001/0047264', '2001/0056347', '2002/0002413', '2002/0010581', '2002/0010726', '2002/0010798', '2002/0013784', '2002/0015064', '2002/0021278', '2002/0026456', '2002/0031254', '2002/0032564', '2002/0035467', '2002/0035469', '2002/0045961', '2002/0046025', '2002/0052730', '2002/0052740', '2002/0054094', '2002/0055934', '2002/0065659', '2002/0067308', '2002/0069220', '2002/0072908', '2002/0077082', '2002/0077817', '2002/0078041', '2002/0085037', '2002/0087508', '2002/0095286', '2002/0099547', '2002/0103641', '2002/0109709', '2002/0111810', '2002/0116082', '2002/0120697', '2002/0122053', '2002/0126097', '2002/0133348', '2002/0138254', '2002/0138616', '2002/0140679', '2002/0143542', '2002/0143826', '2002/0152045', '2002/0152255', '2002/0154160', '2002/0161865', '2002/0164000', '2002/0165918', '2002/0169592', '2002/0173273', '2002/0173961', '2002/0173962', '2002/0173966', '2002/0177993', '2002/0189426', '2002/0191029', '2002/0198714', '2003/0002632', '2003/0026402', '2003/0028380', '2003/0033214', '2003/0037254', '2003/0040908', '2003/0046434', '2003/0050781', '2003/0051136', '2003/0061317', '2003/0074457', '2003/0076301', '2003/0078969', '2003/0079024', '2003/0080991', '2003/0083878', '2003/0090467', '2003/0090474', '2003/0095096', '2003/0097379', '2003/0097408', '2003/0115186', '2003/0122787', '2003/0128819', '2003/0133694', '2003/0134678', '2003/0145285', '2003/0147512', '2003/0149567', '2003/0149978', '2003/0152203', '2003/0160702', '2003/0164848', '2003/0171928', '2003/0171936', '2003/0187655', '2003/0187844', '2003/0187925', '2003/0193481', '2003/0195741', '2003/0197736', '2003/0200858', '2003/0204392', '2003/0204492', '2003/0208756', '2003/0210266', '2003/0214519', '2003/0224760', '2003/0228863', '2003/0228909', '2003/0229490', '2003/0229616', '2003/0233240', '2003/0236663', '2004/0001396', '2004/0012556', '2004/0013252', '2004/0021676', '2004/0022373', '2004/0023643', '2004/0030556', '2004/0030996', '2004/0036715', '2004/0048627', '2004/0049391', '2004/0056899', '2004/0059577', '2004/0059790', '2004/0062367', '2004/0064593', '2004/0069122', '2004/0070567', '2004/0070612', '2004/0073427', '2004/0076086', '2004/0078382', '2004/0086120', '2004/0093213', '2004/0093215', '2004/0094018', '2004/0100479', '2004/0107169', '2004/0111332', '2004/0122656', '2004/0125088', '2004/0125922', '2004/0127198', '2004/0128137', '2004/0133817', '2004/0135774', '2004/0136510', '2004/0153306', '2004/0160419', '2004/0178994', '2004/0183833', '2004/0236778', '2005/0015772', '2005/0091118', '2005/0108074', '2005/0114124', '2005/0114140', '2005/0163288', '2005/0165607', '2005/0182629', '2005/0196733', '2005/0288936', '2006/0061488', '2006/0117002', '2006/0156252', '2007/0027732', '2007/0100790', '2007/0185754', '2008/0079566', '2008/0082390', '2008/0082651', '2008/0313335', '2009/0006100', '2009/0094033', '2009/0112677', '2009/0191895', '2009/0239552', '2009/0287583', '2009/0306967', '2010/0081456', '2010/0088020', '2010/0146442', '2010/0312547', '2011/0060807', '2011/0130958', '2011/0161309', '2011/0195758', '2011/0260861', '2011/0314404', '2012/0016678', '2012/0022872', '2012/0149394', '2012/0214517', '2012/0245944', '2012/0265528', '2012/0271676', '2012/0311583', '2012/0311584', '2012/0311585', '2013/0110505', '2013/0110515', '2013/0110518', '2013/0110519', '2013/0110520', '2013/0111348', '2013/0111487', '2013/0115927', '2013/0117022', '2013/0185074', '2013/0275138', '2013/0275164', '2013/0275875', '2013/0275899', '2014/0195252']"
